session_id,subscriber_id,content_id,watch_date,watch_hour,watch_mins,completion_pct
WS00403046,S009592,C0099,2024-01-26,22,5,12.82
WS00403047,S009592,C0258,2024-11-05,20,41,87.23
WS00403048,S009592,C0158,2024-07-05,16,25,73.53
WS00403049,S009592,C0441,2024-04-21,13,75,50.68
WS00403050,S009592,C0333,2024-08-12,20,96,75.0
WS00403051,S009592,C0160,2024-12-25,5,8,23.53
WS00403052,S009592,C0274,2024-04-16,5,22,73.33
WS00403053,S009592,C0396,2024-06-18,22,17,44.74
WS00403054,S009592,C0119,2024-06-18,1,6,25.0
WS00403055,S009592,C0307,2024-04-04,12,23,85.19
WS00403056,S009592,C0319,2024-06-14,5,27,79.41
WS00403057,S009592,C0409,2024-09-14,7,19,50.0
WS00403058,S009592,C0004,2024-11-17,5,96,96.0
WS00403059,S009592,C0211,2024-04-26,17,121,87.68
WS00403060,S009592,C0328,2024-03-31,22,90,97.83
WS00403061,S009592,C0495,2024-03-01,11,31,26.27
WS00403062,S009592,C0449,2024-06-07,20,22,41.51
WS00403063,S009592,C0109,2024-04-22,22,17,45.95
WS00403064,S009592,C0152,2024-11-12,1,54,61.36
WS00403065,S009592,C0434,2024-04-13,15,32,60.38
WS00403066,S009592,C0093,2024-09-08,17,11,39.29
WS00403067,S009592,C0302,2024-08-01,22,48,90.57
WS00403068,S009592,C0371,2024-03-19,2,110,88.71
WS00403069,S009592,C0184,2024-05-12,21,75,55.97
WS00403070,S009592,C0359,2024-10-27,20,90,90.0
WS00403071,S009592,C0067,2024-01-15,21,35,77.78
WS00403072,S009592,C0343,2024-01-16,19,107,93.86
WS00403073,S009592,C0496,2024-08-19,20,17,77.27
WS00403074,S009592,C0280,2024-03-31,3,13,48.15
WS00403075,S009592,C0044,2024-07-23,18,31,72.09
WS00403076,S009592,C0098,2024-12-17,21,33,73.33
WS00403077,S009592,C0366,2024-12-20,11,32,88.89
WS00403078,S009592,C0239,2024-08-03,21,29,64.44
WS00403079,S009593,C0012,2024-03-07,16,171,95.53
WS00403080,S009593,C0102,2024-08-17,15,75,45.73
WS00403081,S009593,C0450,2024-01-12,12,51,34.46
WS00403082,S009593,C0494,2024-01-03,22,11,34.38
WS00403083,S009593,C0171,2024-07-13,21,13,43.33
WS00403084,S009593,C0186,2024-05-01,7,23,85.19
WS00403085,S009593,C0093,2024-01-14,6,25,89.29
WS00403086,S009593,C0200,2024-11-16,22,38,92.68
WS00403087,S009593,C0188,2024-03-05,22,19,40.43
WS00403088,S009593,C0138,2024-06-04,2,16,44.44
WS00403089,S009593,C0462,2024-09-23,21,15,46.88
WS00403090,S009593,C0129,2024-05-13,20,26,70.27
WS00403091,S009593,C0351,2024-10-31,22,42,41.18
WS00403092,S009593,C0103,2024-02-16,20,5,13.51
WS00403093,S009593,C0297,2024-09-10,1,64,55.17
WS00403094,S009593,C0201,2024-12-04,12,5,9.43
WS00403095,S009593,C0398,2024-03-16,16,18,81.82
WS00403096,S009593,C0181,2024-10-02,22,42,38.53
WS00403097,S009593,C0247,2024-02-02,12,25,27.17
WS00403098,S009593,C0080,2024-11-14,10,25,23.15
WS00403099,S009593,C0340,2024-07-12,4,13,40.62
WS00403100,S009593,C0268,2024-08-06,0,36,72.0
WS00403101,S009593,C0480,2024-10-12,12,11,55.0
WS00403102,S009593,C0080,2024-10-17,20,35,32.41
WS00403103,S009593,C0141,2024-04-18,5,47,55.29
WS00403104,S009593,C0046,2024-03-21,2,23,47.92
WS00403105,S009593,C0157,2024-06-25,19,58,48.74
WS00403106,S009593,C0384,2024-10-11,9,20,45.45
WS00403107,S009593,C0121,2024-04-30,13,8,15.09
WS00403108,S009593,C0465,2024-07-26,21,21,17.65
WS00403109,S009593,C0140,2024-01-05,16,16,39.02
WS00403110,S009593,C0276,2024-06-27,21,28,59.57
WS00403111,S009593,C0486,2024-08-23,0,109,83.85
WS00403112,S009593,C0140,2024-05-07,5,17,41.46
WS00403113,S009593,C0278,2024-11-24,21,22,66.67
WS00403114,S009593,C0051,2024-04-30,13,24,46.15
WS00403115,S009593,C0487,2024-02-18,19,20,100.0
WS00403116,S009593,C0078,2024-06-21,21,28,51.85
WS00403117,S009593,C0007,2024-08-18,21,17,14.41
WS00403118,S009593,C0131,2024-06-12,0,126,74.56
WS00403119,S009593,C0046,2024-02-02,17,15,31.25
WS00403120,S009593,C0290,2024-01-03,23,10,6.76
WS00403121,S009593,C0490,2024-08-22,23,32,76.19
WS00403122,S009593,C0392,2024-03-16,22,22,84.62
WS00403123,S009593,C0402,2024-10-21,22,12,30.77
WS00403124,S009593,C0377,2024-08-13,21,24,88.89
WS00403125,S009593,C0222,2024-07-03,12,64,65.98
WS00403126,S009593,C0465,2024-07-16,14,96,80.67
WS00403127,S009593,C0053,2024-04-05,20,33,76.74
WS00403128,S009593,C0316,2024-03-23,1,11,24.44
WS00403129,S009593,C0362,2024-02-16,13,33,86.84
WS00403130,S009593,C0009,2024-06-14,22,10,37.04
WS00403131,S009593,C0235,2024-03-06,21,19,11.31
WS00403132,S009593,C0088,2024-03-05,12,18,19.78
WS00403133,S009593,C0239,2024-04-10,22,41,91.11
WS00403134,S009593,C0249,2024-04-14,22,33,22.0
WS00403135,S009594,C0367,2024-10-26,9,24,44.44
WS00403136,S009594,C0302,2024-03-08,5,5,9.43
WS00403137,S009594,C0203,2024-02-08,8,5,23.81
WS00403138,S009594,C0292,2024-07-06,22,26,15.48
WS00403139,S009594,C0429,2024-10-18,13,19,43.18
WS00403140,S009594,C0158,2024-01-28,18,23,67.65
WS00403141,S009594,C0322,2024-09-20,21,39,95.12
WS00403142,S009594,C0177,2024-06-20,8,33,30.56
WS00403143,S009594,C0195,2024-12-23,5,84,77.06
WS00403144,S009594,C0297,2024-01-02,20,108,93.1
WS00403145,S009594,C0414,2024-03-29,20,16,45.71
WS00403146,S009594,C0171,2024-03-03,12,23,76.67
WS00403147,S009594,C0262,2024-05-10,15,24,14.29
WS00403148,S009594,C0198,2024-08-18,13,24,45.28
WS00403149,S009594,C0416,2024-03-22,21,85,53.12
WS00403150,S009594,C0092,2024-09-21,10,76,43.68
WS00403151,S009594,C0296,2024-08-23,7,31,100.0
WS00403152,S009594,C0119,2024-08-09,13,21,87.5
WS00403153,S009594,C0038,2024-04-06,22,97,66.44
WS00403154,S009594,C0273,2024-08-26,18,13,8.97
WS00403155,S009594,C0184,2024-12-08,12,38,28.36
WS00403156,S009594,C0347,2024-07-13,2,52,61.9
WS00403157,S009594,C0308,2024-12-10,18,20,86.96
WS00403158,S009594,C0216,2024-03-24,15,6,22.22
WS00403159,S009594,C0367,2024-11-11,16,29,53.7
WS00403160,S009594,C0205,2024-04-01,20,45,83.33
WS00403161,S009594,C0261,2024-11-14,21,8,25.81
WS00403162,S009594,C0091,2024-09-06,16,15,42.86
WS00403163,S009594,C0328,2024-03-24,7,18,19.57
WS00403164,S009594,C0118,2024-06-22,1,16,30.19
WS00403165,S009594,C0109,2024-12-19,2,34,91.89
WS00403166,S009594,C0146,2024-12-02,18,43,33.08
WS00403167,S009594,C0184,2024-02-28,23,9,6.72
WS00403168,S009595,C0169,2024-03-19,20,19,79.17
WS00403169,S009595,C0102,2024-01-08,4,95,57.93
WS00403170,S009595,C0068,2024-02-04,1,13,41.94
WS00403171,S009595,C0445,2024-06-28,4,26,24.53
WS00403172,S009595,C0116,2024-03-06,19,78,60.0
WS00403173,S009595,C0059,2024-04-05,0,13,50.0
WS00403174,S009595,C0168,2024-07-25,7,19,51.35
WS00403175,S009595,C0115,2024-02-06,20,22,75.86
WS00403176,S009595,C0489,2024-04-10,18,10,41.67
WS00403177,S009595,C0317,2024-01-20,7,9,32.14
WS00403178,S009595,C0348,2024-06-13,16,56,55.45
WS00403179,S009595,C0207,2024-05-20,19,147,91.88
WS00403180,S009595,C0218,2024-07-28,11,12,27.91
WS00403181,S009595,C0066,2024-03-08,8,9,18.37
WS00403182,S009596,C0076,2024-02-19,22,84,85.71
WS00403183,S009596,C0281,2024-04-07,6,61,40.94
WS00403184,S009596,C0004,2024-04-22,22,48,48.0
WS00403185,S009596,C0161,2024-10-26,11,42,87.5
WS00403186,S009596,C0414,2024-02-14,22,6,17.14
WS00403187,S009596,C0193,2024-06-18,13,48,52.75
WS00403188,S009596,C0149,2024-05-24,8,22,73.33
WS00403189,S009596,C0129,2024-12-14,21,18,48.65
WS00403190,S009596,C0400,2024-05-23,10,9,42.86
WS00403191,S009596,C0369,2024-03-22,11,77,48.73
WS00403192,S009596,C0009,2024-07-19,3,5,18.52
WS00403193,S009596,C0218,2024-06-12,5,27,62.79
WS00403194,S009596,C0277,2024-09-18,1,17,48.57
WS00403195,S009596,C0404,2024-06-22,18,43,79.63
WS00403196,S009596,C0316,2024-12-11,16,23,51.11
WS00403197,S009596,C0496,2024-03-13,4,9,40.91
WS00403198,S009596,C0449,2024-12-16,3,28,52.83
WS00403199,S009596,C0057,2024-09-09,21,16,44.44
WS00403200,S009596,C0432,2024-05-16,22,25,60.98
WS00403201,S009596,C0329,2024-01-15,20,45,100.0
WS00403202,S009596,C0183,2024-06-05,20,31,63.27
WS00403203,S009596,C0276,2024-06-14,20,32,68.09
WS00403204,S009596,C0487,2024-10-07,10,8,40.0
WS00403205,S009596,C0298,2024-08-15,22,10,21.28
WS00403206,S009596,C0384,2024-01-03,0,40,90.91
WS00403207,S009596,C0232,2024-04-14,20,59,71.95
WS00403208,S009596,C0017,2024-11-06,20,19,36.54
WS00403209,S009596,C0377,2024-04-15,9,20,74.07
WS00403210,S009596,C0107,2024-12-27,22,83,69.17
WS00403211,S009596,C0271,2024-10-21,4,45,37.82
WS00403212,S009596,C0036,2024-01-14,10,22,41.51
WS00403213,S009596,C0403,2024-10-23,22,13,56.52
WS00403214,S009596,C0177,2024-03-15,8,32,29.63
WS00403215,S009596,C0152,2024-02-05,20,23,26.14
WS00403216,S009596,C0100,2024-05-27,7,8,25.0
WS00403217,S009596,C0266,2024-11-05,2,31,18.79
WS00403218,S009597,C0196,2024-04-22,7,30,83.33
WS00403219,S009597,C0486,2024-04-25,21,82,63.08
WS00403220,S009597,C0061,2024-08-16,20,94,56.63
WS00403221,S009597,C0122,2024-02-23,15,15,28.85
WS00403222,S009597,C0245,2024-02-28,4,6,20.69
WS00403223,S009597,C0394,2024-04-16,12,74,45.12
WS00403224,S009597,C0005,2024-02-23,10,59,42.75
WS00403225,S009597,C0475,2024-05-20,12,25,69.44
WS00403226,S009597,C0469,2024-01-15,21,63,54.78
WS00403227,S009597,C0109,2024-07-03,21,31,83.78
WS00403228,S009597,C0202,2024-10-16,12,33,91.67
WS00403229,S009597,C0379,2024-12-27,21,88,58.28
WS00403230,S009597,C0223,2024-04-11,14,25,14.53
WS00403231,S009597,C0424,2024-02-05,14,5,17.86
WS00403232,S009597,C0218,2024-09-10,16,26,60.47
WS00403233,S009597,C0025,2024-08-21,3,83,57.24
WS00403234,S009597,C0411,2024-02-13,8,67,50.0
WS00403235,S009597,C0393,2024-03-24,20,36,81.82
WS00403236,S009597,C0257,2024-01-04,22,10,25.64
WS00403237,S009597,C0436,2024-08-11,21,116,81.69
WS00403238,S009597,C0338,2024-06-14,21,7,13.73
WS00403239,S009597,C0268,2024-11-25,7,34,68.0
WS00403240,S009597,C0466,2024-03-06,6,29,17.9
WS00403241,S009597,C0216,2024-04-23,18,14,51.85
WS00403242,S009597,C0373,2024-11-04,21,20,54.05
WS00403243,S009597,C0452,2024-05-25,22,16,64.0
WS00403244,S009597,C0069,2024-09-10,6,42,82.35
WS00403245,S009597,C0064,2024-06-16,9,13,54.17
WS00403246,S009597,C0351,2024-11-27,22,19,18.63
WS00403247,S009597,C0262,2024-08-29,13,73,43.45
WS00403248,S009597,C0349,2024-04-11,6,37,39.78
WS00403249,S009597,C0350,2024-06-29,4,56,69.14
WS00403250,S009597,C0493,2024-03-06,23,23,19.49
WS00403251,S009597,C0121,2024-11-11,20,26,49.06
WS00403252,S009597,C0051,2024-05-30,15,33,63.46
WS00403253,S009597,C0372,2024-06-15,16,28,70.0
WS00403254,S009597,C0216,2024-03-18,20,18,66.67
WS00403255,S009597,C0160,2024-07-24,12,18,52.94
WS00403256,S009597,C0098,2024-10-09,9,20,44.44
WS00403257,S009597,C0222,2024-09-27,20,87,89.69
WS00403258,S009597,C0179,2024-10-15,13,25,53.19
WS00403259,S009597,C0190,2024-12-18,7,12,32.43
WS00403260,S009597,C0487,2024-06-05,22,9,45.0
WS00403261,S009597,C0399,2024-11-04,15,14,31.82
WS00403262,S009597,C0053,2024-01-17,11,15,34.88
WS00403263,S009597,C0194,2024-05-13,19,33,61.11
WS00403264,S009597,C0441,2024-10-02,14,61,41.22
WS00403265,S009597,C0260,2024-10-14,10,72,61.54
WS00403266,S009597,C0120,2024-04-14,21,103,81.75
WS00403267,S009597,C0439,2024-11-02,20,20,95.24
WS00403268,S009597,C0122,2024-04-19,0,49,94.23
WS00403269,S009597,C0252,2024-05-14,6,121,75.16
WS00403270,S009598,C0185,2024-06-03,20,32,60.38
WS00403271,S009598,C0166,2024-10-28,14,21,45.65
WS00403272,S009598,C0226,2024-01-20,21,104,70.75
WS00403273,S009598,C0478,2024-08-06,13,6,12.5
WS00403274,S009598,C0490,2024-03-23,15,6,14.29
WS00403275,S009598,C0119,2024-04-10,7,11,45.83
WS00403276,S009598,C0475,2024-01-02,21,29,80.56
WS00403277,S009598,C0030,2024-05-05,22,149,89.22
WS00403278,S009598,C0179,2024-12-07,3,7,14.89
WS00403279,S009598,C0459,2024-05-10,3,15,35.71
WS00403280,S009598,C0500,2024-03-12,21,35,32.11
WS00403281,S009598,C0307,2024-12-11,16,18,66.67
WS00403282,S009598,C0239,2024-10-20,14,28,62.22
WS00403283,S009598,C0108,2024-12-19,6,107,65.64
WS00403284,S009598,C0309,2024-05-01,21,22,48.89
WS00403285,S009598,C0348,2024-11-29,6,53,52.48
WS00403286,S009598,C0045,2024-11-13,3,13,33.33
WS00403287,S009598,C0207,2024-02-25,4,78,48.75
WS00403288,S009598,C0389,2024-04-27,7,32,78.05
WS00403289,S009598,C0142,2024-07-23,2,15,60.0
WS00403290,S009598,C0178,2024-11-10,20,17,65.38
WS00403291,S009598,C0112,2024-01-23,20,126,76.36
WS00403292,S009598,C0413,2024-12-25,8,16,69.57
WS00403293,S009598,C0032,2024-10-01,22,44,27.5
WS00403294,S009598,C0317,2024-11-27,9,21,75.0
WS00403295,S009598,C0365,2024-05-13,22,22,84.62
WS00403296,S009598,C0045,2024-02-22,11,16,41.03
WS00403297,S009598,C0441,2024-04-17,9,70,47.3
WS00403298,S009598,C0450,2024-12-23,21,43,29.05
WS00403299,S009598,C0258,2024-03-21,21,39,82.98
WS00403300,S009598,C0172,2024-10-25,16,32,27.83
WS00403301,S009598,C0233,2024-06-18,11,19,67.86
WS00403302,S009598,C0390,2024-05-03,22,19,47.5
WS00403303,S009598,C0298,2024-12-27,3,26,55.32
WS00403304,S009598,C0017,2024-09-12,22,19,36.54
WS00403305,S009598,C0372,2024-01-31,1,34,85.0
WS00403306,S009598,C0448,2024-03-12,15,24,68.57
WS00403307,S009598,C0054,2024-12-24,4,25,62.5
WS00403308,S009598,C0421,2024-12-15,2,43,100.0
WS00403309,S009598,C0064,2024-01-15,8,12,50.0
WS00403310,S009598,C0018,2024-02-13,20,32,37.21
WS00403311,S009598,C0125,2024-11-02,18,49,40.16
WS00403312,S009598,C0124,2024-11-29,13,24,61.54
WS00403313,S009599,C0183,2024-03-21,6,45,91.84
WS00403314,S009599,C0203,2024-07-01,15,9,42.86
WS00403315,S009599,C0072,2024-07-12,15,25,23.15
WS00403316,S009599,C0478,2024-06-11,13,10,20.83
WS00403317,S009599,C0160,2024-03-29,13,31,91.18
WS00403318,S009599,C0104,2024-08-09,16,18,81.82
WS00403319,S009599,C0341,2024-01-16,21,30,27.03
WS00403320,S009599,C0233,2024-03-27,16,25,89.29
WS00403321,S009599,C0211,2024-02-11,19,126,91.3
WS00403322,S009599,C0481,2024-09-01,10,54,38.57
WS00403323,S009599,C0314,2024-09-04,20,10,6.94
WS00403324,S009599,C0408,2024-04-06,20,27,72.97
WS00403325,S009599,C0407,2024-01-22,13,135,84.91
WS00403326,S009599,C0304,2024-01-20,12,15,55.56
WS00403327,S009599,C0191,2024-10-18,20,11,28.95
WS00403328,S009599,C0067,2024-10-11,18,29,64.44
WS00403329,S009599,C0257,2024-07-01,21,8,20.51
WS00403330,S009599,C0042,2024-10-24,14,51,40.16
WS00403331,S009599,C0369,2024-04-06,9,32,20.25
WS00403332,S009599,C0392,2024-03-27,16,5,19.23
WS00403333,S009599,C0434,2024-08-10,4,5,9.43
WS00403334,S009599,C0377,2024-02-11,1,10,37.04
WS00403335,S009600,C0299,2024-05-09,22,14,17.28
WS00403336,S009600,C0394,2024-09-11,22,154,93.9
WS00403337,S009600,C0363,2024-06-09,22,15,71.43
WS00403338,S009600,C0425,2024-08-29,12,28,70.0
WS00403339,S009600,C0305,2024-10-02,0,71,84.52
WS00403340,S009600,C0388,2024-03-23,12,20,16.81
WS00403341,S009600,C0292,2024-07-03,22,168,100.0
WS00403342,S009600,C0465,2024-06-02,8,53,44.54
WS00403343,S009600,C0153,2024-04-23,2,6,18.18
WS00403344,S009600,C0165,2024-12-01,12,15,71.43
WS00403345,S009600,C0473,2024-04-15,12,9,6.98
WS00403346,S009600,C0232,2024-01-11,13,26,31.71
WS00403347,S009600,C0073,2024-03-04,13,5,3.55
WS00403348,S009600,C0347,2024-09-13,13,46,54.76
WS00403349,S009600,C0121,2024-02-16,21,26,49.06
WS00403350,S009600,C0267,2024-01-14,20,12,37.5
WS00403351,S009600,C0036,2024-05-16,11,52,98.11
WS00403352,S009600,C0173,2024-06-22,6,30,88.24
WS00403353,S009600,C0176,2024-08-17,22,32,74.42
WS00403354,S009600,C0068,2024-03-21,22,13,41.94
WS00403355,S009600,C0069,2024-02-12,3,48,94.12
WS00403356,S009600,C0323,2024-08-21,23,51,38.93
WS00403357,S009600,C0357,2024-12-14,12,153,87.93
WS00403358,S009600,C0437,2024-11-16,13,6,14.63
WS00403359,S009600,C0426,2024-05-11,20,33,35.11
WS00403360,S009600,C0225,2024-05-08,23,6,12.24
WS00403361,S009600,C0378,2024-08-19,14,6,25.0
WS00403362,S009600,C0077,2024-01-08,23,34,97.14
WS00403363,S009600,C0457,2024-11-22,22,73,76.84
WS00403364,S009600,C0393,2024-03-28,22,20,45.45
WS00403365,S009600,C0088,2024-04-22,20,46,50.55
WS00403366,S009600,C0174,2024-12-19,16,38,84.44
WS00403367,S009600,C0249,2024-05-27,19,35,23.33
WS00403368,S009600,C0128,2024-05-18,17,21,41.18
WS00403369,S009600,C0406,2024-02-17,20,9,9.38
WS00403370,S009600,C0007,2024-09-19,21,65,55.08
WS00403371,S009600,C0105,2024-05-12,21,17,62.96
WS00403372,S009600,C0036,2024-09-06,3,47,88.68
WS00403373,S009600,C0068,2024-08-26,21,11,35.48
WS00403374,S009600,C0333,2024-02-25,3,12,9.38
WS00403375,S009600,C0291,2024-07-02,18,24,72.73
WS00403376,S009600,C0250,2024-06-02,11,90,61.22
WS00403377,S009600,C0130,2024-02-03,21,14,58.33
WS00403378,S009600,C0365,2024-07-08,19,19,73.08
WS00403379,S009600,C0292,2024-08-10,22,60,35.71
WS00403380,S009600,C0263,2024-08-07,9,21,95.45
WS00403381,S009600,C0036,2024-07-07,1,27,50.94
WS00403382,S009600,C0134,2024-03-14,20,97,71.85
WS00403383,S009600,C0499,2024-01-24,15,35,94.59
WS00403384,S009600,C0144,2024-06-23,20,12,54.55
WS00403385,S009600,C0472,2024-09-03,6,7,17.07
WS00403386,S009600,C0466,2024-11-22,18,128,79.01
WS00403387,S009600,C0466,2024-11-26,21,135,83.33
WS00403388,S009600,C0187,2024-01-23,0,27,17.88
WS00403389,S009600,C0160,2024-10-30,20,31,91.18
WS00403390,S009600,C0489,2024-06-28,15,9,37.5
WS00403391,S009600,C0444,2024-12-09,13,8,32.0
WS00403392,S009600,C0224,2024-06-18,3,69,77.53
WS00403393,S009600,C0128,2024-01-30,9,28,54.9
WS00403394,S009600,C0438,2024-05-07,13,32,69.57
WS00403395,S009600,C0224,2024-07-05,2,57,64.04
WS00403396,S009600,C0114,2024-07-23,22,15,41.67
WS00403397,S009600,C0323,2024-07-20,22,56,42.75
WS00403398,S009600,C0360,2024-02-20,20,43,47.25
WS00403399,S009600,C0328,2024-03-12,22,68,73.91
WS00403400,S009600,C0086,2024-07-22,9,39,92.86
WS00403401,S009600,C0212,2024-05-23,22,10,32.26
WS00403402,S009600,C0488,2024-11-01,14,9,29.03
WS00403403,S009600,C0331,2024-03-03,20,72,69.9
WS00403404,S009600,C0178,2024-08-18,17,20,76.92
WS00403405,S009600,C0330,2024-02-07,23,7,25.93
WS00403406,S009600,C0074,2024-09-06,15,9,22.5
WS00403407,S009600,C0409,2024-10-16,22,26,68.42
WS00403408,S009600,C0263,2024-05-01,16,21,95.45
WS00403409,S009600,C0487,2024-01-14,22,18,90.0
WS00403410,S009600,C0015,2024-01-23,13,80,64.52
WS00403411,S009600,C0401,2024-02-14,22,166,98.22
WS00403412,S009601,C0301,2024-05-29,1,7,21.21
WS00403413,S009601,C0246,2024-09-17,10,89,49.72
WS00403414,S009601,C0136,2024-04-10,19,25,30.49
WS00403415,S009601,C0390,2024-09-27,12,40,100.0
WS00403416,S009601,C0017,2024-05-06,20,35,67.31
WS00403417,S009601,C0134,2024-11-29,1,11,8.15
WS00403418,S009601,C0165,2024-06-23,16,21,100.0
WS00403419,S009601,C0329,2024-01-31,20,27,60.0
WS00403420,S009601,C0038,2024-02-22,13,41,28.08
WS00403421,S009601,C0372,2024-02-20,10,28,70.0
WS00403422,S009601,C0047,2024-11-23,16,29,55.77
WS00403423,S009601,C0205,2024-02-13,15,17,31.48
WS00403424,S009601,C0342,2024-08-09,13,18,81.82
WS00403425,S009601,C0447,2024-12-25,14,9,36.0
WS00403426,S009601,C0349,2024-02-27,16,34,36.56
WS00403427,S009601,C0333,2024-11-01,22,45,35.16
WS00403428,S009601,C0295,2024-01-16,16,30,96.77
WS00403429,S009601,C0419,2024-12-09,5,55,46.61
WS00403430,S009601,C0359,2024-01-22,11,23,23.0
WS00403431,S009601,C0358,2024-11-30,14,22,100.0
WS00403432,S009601,C0447,2024-01-29,7,22,88.0
WS00403433,S009601,C0140,2024-06-19,4,12,29.27
WS00403434,S009601,C0326,2024-07-03,7,82,67.77
WS00403435,S009601,C0239,2024-02-02,8,28,62.22
WS00403436,S009601,C0266,2024-05-20,21,6,3.64
WS00403437,S009601,C0259,2024-09-22,3,12,48.0
WS00403438,S009601,C0373,2024-03-17,22,9,24.32
WS00403439,S009601,C0157,2024-07-02,9,118,99.16
WS00403440,S009602,C0353,2024-01-02,9,13,35.14
WS00403441,S009602,C0005,2024-09-10,0,28,20.29
WS00403442,S009602,C0434,2024-12-27,22,19,35.85
WS00403443,S009602,C0031,2024-04-27,12,64,70.33
WS00403444,S009602,C0481,2024-10-11,3,54,38.57
WS00403445,S009602,C0343,2024-10-11,7,16,14.04
WS00403446,S009602,C0460,2024-08-12,2,94,100.0
WS00403447,S009602,C0422,2024-08-01,20,98,89.91
WS00403448,S009602,C0075,2024-12-29,6,43,48.31
WS00403449,S009602,C0442,2024-04-02,20,68,39.77
WS00403450,S009602,C0019,2024-09-13,23,100,59.88
WS00403451,S009602,C0135,2024-08-07,20,21,100.0
WS00403452,S009602,C0282,2024-11-12,0,17,77.27
WS00403453,S009602,C0485,2024-03-14,21,14,50.0
WS00403454,S009602,C0316,2024-02-27,6,15,33.33
WS00403455,S009602,C0071,2024-02-04,20,6,27.27
WS00403456,S009602,C0088,2024-04-02,6,56,61.54
WS00403457,S009602,C0292,2024-08-21,11,46,27.38
WS00403458,S009602,C0003,2024-04-16,20,19,90.48
WS00403459,S009602,C0257,2024-08-26,22,32,82.05
WS00403460,S009602,C0184,2024-08-31,21,5,3.73
WS00403461,S009602,C0168,2024-07-09,17,13,35.14
WS00403462,S009602,C0473,2024-11-01,21,40,31.01
WS00403463,S009602,C0302,2024-11-18,21,14,26.42
WS00403464,S009602,C0413,2024-07-28,17,5,21.74
WS00403465,S009602,C0056,2024-01-19,20,94,74.6
WS00403466,S009602,C0051,2024-09-19,20,10,19.23
WS00403467,S009602,C0082,2024-05-10,22,12,22.64
WS00403468,S009602,C0321,2024-10-31,13,38,86.36
WS00403469,S009602,C0028,2024-03-15,13,11,34.38
WS00403470,S009602,C0126,2024-05-29,21,13,37.14
WS00403471,S009602,C0119,2024-12-02,21,10,41.67
WS00403472,S009602,C0262,2024-05-04,21,71,42.26
WS00403473,S009602,C0160,2024-03-19,21,13,38.24
WS00403474,S009602,C0444,2024-06-30,16,8,32.0
WS00403475,S009602,C0479,2024-03-05,3,88,70.97
WS00403476,S009602,C0086,2024-01-12,7,38,90.48
WS00403477,S009602,C0338,2024-03-25,11,5,9.8
WS00403478,S009602,C0060,2024-09-18,23,52,54.74
WS00403479,S009602,C0188,2024-06-30,23,21,44.68
WS00403480,S009602,C0011,2024-08-29,9,18,37.5
WS00403481,S009602,C0172,2024-05-06,17,16,13.91
WS00403482,S009602,C0309,2024-05-13,22,45,100.0
WS00403483,S009602,C0266,2024-10-10,23,70,42.42
WS00403484,S009602,C0220,2024-03-19,8,32,66.67
WS00403485,S009602,C0135,2024-03-25,4,18,85.71
WS00403486,S009602,C0101,2024-03-04,13,109,97.32
WS00403487,S009602,C0010,2024-10-07,10,32,38.55
WS00403488,S009603,C0227,2024-08-02,21,22,64.71
WS00403489,S009603,C0378,2024-08-03,12,19,79.17
WS00403490,S009603,C0348,2024-11-09,1,89,88.12
WS00403491,S009603,C0273,2024-02-22,3,129,88.97
WS00403492,S009603,C0186,2024-10-14,21,7,25.93
WS00403493,S009603,C0297,2024-08-20,11,20,17.24
WS00403494,S009603,C0463,2024-05-22,8,19,45.24
WS00403495,S009603,C0029,2024-01-13,23,7,13.46
WS00403496,S009603,C0328,2024-06-14,18,74,80.43
WS00403497,S009603,C0369,2024-09-20,21,151,95.57
WS00403498,S009603,C0475,2024-09-08,20,21,58.33
WS00403499,S009603,C0291,2024-08-03,19,22,66.67
WS00403500,S009603,C0321,2024-05-06,20,17,38.64
WS00403501,S009603,C0490,2024-10-12,22,37,88.1
WS00403502,S009603,C0470,2024-08-26,22,27,61.36
WS00403503,S009603,C0047,2024-04-22,22,40,76.92
WS00403504,S009603,C0123,2024-05-25,23,20,83.33
WS00403505,S009603,C0222,2024-11-29,2,8,8.25
WS00403506,S009603,C0004,2024-05-09,18,43,43.0
WS00403507,S009603,C0374,2024-03-26,13,21,52.5
WS00403508,S009603,C0098,2024-04-11,22,34,75.56
WS00403509,S009603,C0227,2024-01-22,0,12,35.29
WS00403510,S009603,C0124,2024-09-20,10,36,92.31
WS00403511,S009603,C0287,2024-11-28,20,50,36.5
WS00403512,S009603,C0363,2024-05-22,2,12,57.14
WS00403513,S009603,C0140,2024-11-29,6,6,14.63
WS00403514,S009603,C0453,2024-03-14,9,27,96.43
WS00403515,S009603,C0343,2024-05-10,10,5,4.39
WS00403516,S009603,C0115,2024-09-19,21,22,75.86
WS00403517,S009603,C0379,2024-02-19,22,132,87.42
WS00403518,S009603,C0033,2024-01-06,23,57,32.57
WS00403519,S009603,C0036,2024-01-17,12,28,52.83
WS00403520,S009603,C0323,2024-03-19,22,128,97.71
WS00403521,S009603,C0097,2024-01-29,21,84,76.36
WS00403522,S009603,C0281,2024-01-27,21,84,56.38
WS00403523,S009603,C0185,2024-09-20,14,30,56.6
WS00403524,S009603,C0049,2024-01-05,22,22,53.66
WS00403525,S009603,C0229,2024-04-17,6,7,16.28
WS00403526,S009603,C0199,2024-08-17,20,53,100.0
