subscriber_id,region,device_type,plan_type,join_date,churn_date,monthly_revenue
S007141,West India,Laptop,Basic,2024-05-22,,199
S007142,West India,Smart TV,Standard,2024-04-12,,399
S007143,South India,Mobile,Basic,2024-09-24,,199
S007144,Maharashtra,Laptop,Standard,2024-12-26,2025-03-17,399
S007145,West India,Tablet,Basic,2024-12-21,2025-03-10,199
S007146,East India,Laptop,Standard,2024-05-01,,399
S007147,Maharashtra,Tablet,Standard,2024-10-25,,399
S007148,North India,Mobile,Standard,2024-08-05,,399
S007149,Maharashtra,Laptop,Standard,2024-10-16,,399
S007150,Maharashtra,Laptop,Basic,2024-11-01,2025-04-10,199
S007151,East India,Smart TV,Premium,2024-12-19,,699
S007152,Maharashtra,Mobile,Premium,2024-01-13,,699
S007153,Maharashtra,Laptop,Premium,2024-01-10,2024-04-09,699
S007154,Karnataka,Mobile,Basic,2024-01-18,,199
S007155,Maharashtra,Smart TV,Standard,2024-07-11,,399
S007156,South India,Mobile,Standard,2024-05-10,,399
S007157,Karnataka,Laptop,Standard,2024-11-07,,399
S007158,South India,Smart TV,Standard,2024-11-29,,399
S007159,East India,Mobile,Standard,2024-04-22,,399
S007160,West India,Mobile,Premium,2024-05-15,,699
S007161,East India,Laptop,Basic,2024-07-07,,199
S007162,North India,Smart TV,Basic,2024-05-09,,199
S007163,West India,Tablet,Standard,2024-01-20,,399
S007164,Karnataka,Desktop,Basic,2024-09-01,2024-11-27,199
S007165,Karnataka,Mobile,Premium,2024-05-18,2024-11-02,699
S007166,North India,Mobile,Standard,2024-06-26,,399
S007167,Maharashtra,Mobile,Basic,2024-02-10,,199
S007168,Karnataka,Mobile,Basic,2024-12-11,,199
S007169,South India,Tablet,Premium,2024-03-26,,699
S007170,South India,Tablet,Standard,2024-08-27,,399
S007171,North India,Mobile,Standard,2024-05-31,,399
S007172,Maharashtra,Mobile,Standard,2024-08-29,,399
S007173,East India,Mobile,Basic,2024-05-17,,199
S007174,West India,Laptop,Basic,2024-04-14,,199
S007175,South India,Mobile,Basic,2024-05-05,,199
S007176,Karnataka,Mobile,Basic,2024-02-20,,199
S007177,West India,Smart TV,Standard,2024-02-06,,399
S007178,South India,Smart TV,Standard,2024-12-09,,399
S007179,West India,Laptop,Premium,2024-09-20,,699
S007180,North India,Laptop,Premium,2024-10-22,,699
S007181,South India,Smart TV,Premium,2024-11-01,,699
S007182,North India,Mobile,Standard,2024-04-07,,399
S007183,West India,Laptop,Standard,2024-03-20,,399
S007184,East India,Laptop,Premium,2024-09-11,,699
S007185,West India,Laptop,Premium,2024-03-18,,699
S007186,East India,Smart TV,Premium,2024-08-21,,699
S007187,Karnataka,Smart TV,Basic,2024-06-16,,199
S007188,Karnataka,Laptop,Basic,2024-05-14,,199
S007189,South India,Mobile,Premium,2024-04-12,,699
S007190,Maharashtra,Smart TV,Basic,2024-11-14,,199
S007191,North India,Mobile,Standard,2024-12-24,,399
S007192,West India,Laptop,Basic,2024-03-25,,199
S007193,East India,Mobile,Standard,2024-02-04,,399
S007194,East India,Smart TV,Standard,2024-06-13,2024-08-18,399
S007195,South India,Mobile,Premium,2024-02-17,2024-07-01,699
S007196,Maharashtra,Tablet,Premium,2024-08-12,,699
S007197,West India,Laptop,Basic,2024-02-25,,199
S007198,Karnataka,Smart TV,Premium,2024-06-28,,699
S007199,Maharashtra,Mobile,Standard,2024-05-18,,399
S007200,Karnataka,Laptop,Basic,2024-07-15,,199
S007201,West India,Smart TV,Premium,2024-12-18,2025-03-17,699
S007202,Maharashtra,Smart TV,Standard,2024-12-18,,399
S007203,West India,Mobile,Basic,2024-05-23,,199
S007204,West India,Mobile,Basic,2024-09-27,2025-03-05,199
S007205,North India,Laptop,Basic,2024-07-15,,199
S007206,West India,Mobile,Basic,2024-04-18,,199
S007207,West India,Smart TV,Standard,2024-02-22,,399
S007208,East India,Smart TV,Basic,2024-10-12,,199
S007209,West India,Laptop,Standard,2024-08-17,,399
S007210,West India,Smart TV,Standard,2024-05-19,,399
S007211,West India,Smart TV,Premium,2024-05-21,2024-11-16,699
S007212,South India,Smart TV,Premium,2024-11-15,,699
S007213,South India,Mobile,Basic,2024-08-21,,199
S007214,South India,Mobile,Premium,2024-03-25,,699
S007215,Maharashtra,Tablet,Basic,2024-09-25,,199
S007216,South India,Smart TV,Basic,2024-03-23,,199
S007217,West India,Mobile,Standard,2024-06-02,,399
S007218,North India,Mobile,Basic,2024-07-31,,199
S007219,Karnataka,Smart TV,Basic,2024-10-17,,199
S007220,East India,Mobile,Standard,2024-06-07,,399
S007221,East India,Tablet,Premium,2024-08-24,,699
S007222,Karnataka,Mobile,Basic,2024-04-01,,199
S007223,North India,Smart TV,Premium,2024-08-13,,699
S007224,Karnataka,Smart TV,Premium,2024-02-10,,699
S007225,Maharashtra,Tablet,Basic,2024-02-26,2024-07-21,199
S007226,South India,Laptop,Standard,2024-11-27,,399
S007227,West India,Mobile,Standard,2024-06-03,,399
S007228,South India,Laptop,Basic,2024-02-18,2024-03-23,199
S007229,East India,Smart TV,Premium,2024-11-18,,699
S007230,West India,Mobile,Premium,2024-09-15,,699
S007231,East India,Mobile,Premium,2024-04-02,,699
S007232,South India,Smart TV,Basic,2024-01-11,,199
S007233,East India,Smart TV,Standard,2024-11-13,2025-05-04,399
S007234,North India,Tablet,Basic,2024-11-18,2025-02-10,199
S007235,East India,Mobile,Basic,2024-09-26,,199
S007236,Maharashtra,Smart TV,Premium,2024-12-14,,699
S007237,North India,Tablet,Basic,2024-07-10,,199
S007238,Maharashtra,Smart TV,Premium,2024-04-11,,699
S007239,North India,Mobile,Standard,2024-04-16,,399
S007240,North India,Laptop,Standard,2024-01-02,,399
S007241,Maharashtra,Tablet,Basic,2024-03-05,,199
S007242,East India,Mobile,Standard,2024-12-15,,399
S007243,West India,Tablet,Standard,2024-09-30,,399
S007244,Maharashtra,Laptop,Premium,2024-05-23,,699
S007245,Maharashtra,Smart TV,Standard,2024-01-30,,399
S007246,East India,Smart TV,Basic,2024-06-23,,199
S007247,South India,Laptop,Standard,2024-05-29,,399
S007248,West India,Laptop,Basic,2024-10-09,2025-03-08,199
S007249,Maharashtra,Desktop,Premium,2024-04-06,,699
S007250,Karnataka,Mobile,Premium,2024-01-31,,699
S007251,East India,Smart TV,Basic,2024-01-12,,199
S007252,Karnataka,Smart TV,Basic,2024-08-08,,199
S007253,Karnataka,Smart TV,Basic,2024-09-16,2024-12-04,199
S007254,West India,Mobile,Standard,2024-01-04,,399
S007255,South India,Smart TV,Basic,2024-02-20,,199
S007256,North India,Tablet,Basic,2024-10-02,,199
S007257,South India,Smart TV,Premium,2024-03-19,2024-09-05,699
S007258,West India,Mobile,Basic,2024-08-13,,199
S007259,East India,Mobile,Standard,2024-10-05,,399
S007260,East India,Smart TV,Basic,2024-07-20,,199
S007261,East India,Laptop,Basic,2024-05-20,,199
S007262,South India,Smart TV,Basic,2024-09-12,,199
S007263,North India,Mobile,Basic,2024-03-16,2024-06-19,199
S007264,North India,Laptop,Basic,2024-11-02,,199
S007265,Maharashtra,Smart TV,Standard,2024-08-29,,399
S007266,East India,Tablet,Basic,2024-12-20,,199
S007267,Karnataka,Mobile,Basic,2024-08-03,,199
S007268,Karnataka,Mobile,Basic,2024-04-13,2024-08-27,199
S007269,West India,Mobile,Standard,2024-11-28,,399
S007270,East India,Laptop,Standard,2024-04-26,,399
S007271,Karnataka,Laptop,Basic,2024-05-13,,199
S007272,South India,Laptop,Basic,2024-12-05,,199
S007273,Maharashtra,Tablet,Premium,2024-04-28,,699
S007274,East India,Mobile,Basic,2024-07-03,,199
S007275,West India,Tablet,Basic,2024-12-17,,199
S007276,West India,Smart TV,Basic,2024-05-30,,199
S007277,South India,Mobile,Basic,2024-04-15,2024-09-24,199
S007278,East India,Tablet,Basic,2024-01-16,,199
S007279,East India,Desktop,Standard,2024-08-30,,399
S007280,East India,Smart TV,Basic,2024-05-02,,199
S007281,East India,Mobile,Basic,2024-05-25,2024-06-26,199
S007282,South India,Mobile,Standard,2024-12-13,2025-05-09,399
S007283,North India,Smart TV,Basic,2024-07-11,,199
S007284,North India,Smart TV,Standard,2024-01-22,,399
S007285,South India,Mobile,Standard,2024-02-07,,399
S007286,South India,Mobile,Basic,2024-02-06,,199
S007287,North India,Mobile,Basic,2024-07-09,,199
S007288,North India,Smart TV,Basic,2024-11-14,,199
S007289,Karnataka,Smart TV,Standard,2024-01-24,2024-03-16,399
S007290,South India,Tablet,Basic,2024-02-13,,199
S007291,West India,Mobile,Standard,2024-07-31,,399
S007292,East India,Mobile,Basic,2024-10-27,2024-12-25,199
S007293,Karnataka,Mobile,Basic,2024-06-27,,199
S007294,Karnataka,Tablet,Premium,2024-04-15,,699
S007295,Karnataka,Mobile,Basic,2024-08-08,,199
S007296,Karnataka,Laptop,Premium,2024-08-18,,699
S007297,North India,Laptop,Premium,2024-01-30,,699
S007298,East India,Smart TV,Basic,2024-02-02,,199
S007299,Karnataka,Smart TV,Premium,2024-08-02,,699
S007300,East India,Mobile,Standard,2024-06-23,,399
S007301,Karnataka,Mobile,Basic,2024-07-06,,199
S007302,West India,Mobile,Standard,2024-05-03,,399
S007303,East India,Smart TV,Premium,2024-06-23,,699
S007304,North India,Mobile,Standard,2024-01-13,,399
S007305,North India,Mobile,Premium,2024-12-19,,699
S007306,North India,Laptop,Basic,2024-03-21,2024-07-11,199
S007307,East India,Desktop,Standard,2024-12-07,2025-05-30,399
S007308,North India,Smart TV,Basic,2024-07-29,,199
S007309,Karnataka,Smart TV,Basic,2024-04-02,,199
S007310,Maharashtra,Mobile,Basic,2024-06-14,2024-12-07,199
S007311,East India,Laptop,Premium,2024-11-13,,699
S007312,South India,Smart TV,Standard,2024-07-09,,399
S007313,South India,Smart TV,Premium,2024-03-17,,699
S007314,East India,Laptop,Standard,2024-02-02,,399
S007315,West India,Mobile,Basic,2024-12-23,2025-03-08,199
S007316,Karnataka,Laptop,Basic,2024-10-02,,199
S007317,Maharashtra,Mobile,Standard,2024-11-12,,399
S007318,South India,Tablet,Premium,2024-06-07,,699
S007319,North India,Mobile,Basic,2024-07-01,,199
S007320,West India,Mobile,Standard,2024-07-11,2024-10-02,399
S007321,East India,Mobile,Premium,2024-11-17,,699
S007322,East India,Smart TV,Basic,2024-11-19,,199
S007323,South India,Smart TV,Standard,2024-01-30,,399
S007324,West India,Tablet,Standard,2024-03-03,2024-06-21,399
S007325,West India,Smart TV,Premium,2024-07-06,,699
S007326,South India,Smart TV,Premium,2024-04-08,,699
S007327,West India,Mobile,Basic,2024-05-29,,199
S007328,West India,Mobile,Standard,2024-01-23,2024-02-29,399
S007329,West India,Mobile,Standard,2024-09-13,,399
S007330,North India,Mobile,Standard,2024-05-31,,399
S007331,South India,Smart TV,Standard,2024-11-10,,399
S007332,West India,Smart TV,Basic,2024-10-02,,199
S007333,East India,Mobile,Premium,2024-12-03,,699
S007334,Karnataka,Desktop,Basic,2024-11-01,,199
S007335,West India,Laptop,Basic,2024-01-25,,199
S007336,North India,Smart TV,Basic,2024-09-24,2024-11-28,199
S007337,South India,Mobile,Standard,2024-11-15,,399
S007338,East India,Laptop,Premium,2024-03-29,2024-09-13,699
S007339,East India,Mobile,Standard,2024-11-29,,399
S007340,West India,Smart TV,Basic,2024-06-03,,199
S007341,North India,Smart TV,Premium,2024-03-31,,699
S007342,East India,Laptop,Premium,2024-01-28,,699
S007343,Karnataka,Mobile,Standard,2024-08-01,2025-01-20,399
S007344,East India,Smart TV,Basic,2024-05-09,,199
S007345,South India,Desktop,Standard,2024-11-27,,399
S007346,North India,Smart TV,Standard,2024-11-14,,399
S007347,Maharashtra,Mobile,Basic,2024-12-18,,199
S007348,East India,Laptop,Basic,2024-10-24,,199
S007349,South India,Mobile,Standard,2024-08-10,2024-12-22,399
S007350,Maharashtra,Laptop,Basic,2024-04-23,,199
S007351,Maharashtra,Laptop,Basic,2024-04-16,,199
S007352,East India,Mobile,Basic,2024-08-26,,199
S007353,South India,Smart TV,Standard,2024-10-06,,399
S007354,West India,Smart TV,Basic,2024-04-30,,199
S007355,Karnataka,Smart TV,Standard,2024-01-13,,399
S007356,Maharashtra,Smart TV,Standard,2024-09-13,,399
S007357,Maharashtra,Desktop,Premium,2024-06-19,2024-10-29,699
S007358,Karnataka,Laptop,Basic,2024-05-14,,199
S007359,South India,Mobile,Basic,2024-07-14,,199
S007360,South India,Mobile,Standard,2024-07-27,,399
S007361,South India,Mobile,Standard,2024-01-22,,399
S007362,Maharashtra,Mobile,Standard,2024-08-16,,399
S007363,Maharashtra,Smart TV,Standard,2024-07-03,,399
S007364,South India,Laptop,Standard,2024-09-27,,399
S007365,East India,Smart TV,Standard,2024-05-28,,399
S007366,Karnataka,Smart TV,Standard,2024-08-31,,399
S007367,Karnataka,Mobile,Standard,2024-04-19,,399
S007368,East India,Tablet,Premium,2024-06-24,,699
S007369,West India,Mobile,Standard,2024-05-15,,399
S007370,Maharashtra,Mobile,Standard,2024-12-07,,399
S007371,South India,Smart TV,Standard,2024-03-09,,399
S007372,North India,Mobile,Premium,2024-11-05,2025-02-08,699
S007373,West India,Mobile,Basic,2024-01-02,2024-06-03,199
S007374,South India,Mobile,Basic,2024-09-23,,199
S007375,Karnataka,Laptop,Basic,2024-04-27,2024-07-26,199
S007376,South India,Smart TV,Standard,2024-07-28,,399
S007377,East India,Mobile,Basic,2024-03-28,,199
S007378,Maharashtra,Laptop,Basic,2024-08-21,2024-11-15,199
S007379,Karnataka,Mobile,Standard,2024-06-21,,399
S007380,North India,Mobile,Basic,2024-08-12,,199
S007381,Maharashtra,Mobile,Basic,2024-10-08,,199
S007382,West India,Smart TV,Basic,2024-10-11,,199
S007383,East India,Smart TV,Standard,2024-01-21,,399
S007384,East India,Smart TV,Premium,2024-02-11,,699
S007385,Karnataka,Laptop,Standard,2024-08-19,,399
S007386,North India,Laptop,Basic,2024-11-09,,199
S007387,Karnataka,Desktop,Basic,2024-01-27,,199
S007388,West India,Tablet,Basic,2024-02-03,2024-06-24,199
S007389,Maharashtra,Smart TV,Standard,2024-02-14,,399
S007390,Karnataka,Smart TV,Basic,2024-10-05,2025-01-05,199
S007391,East India,Tablet,Standard,2024-03-19,,399
S007392,Karnataka,Smart TV,Premium,2024-09-29,,699
S007393,Maharashtra,Mobile,Basic,2024-11-26,2025-03-22,199
S007394,Karnataka,Smart TV,Basic,2024-10-09,,199
S007395,Maharashtra,Mobile,Standard,2024-10-08,,399
S007396,East India,Mobile,Premium,2024-08-21,,699
S007397,East India,Laptop,Basic,2024-06-21,,199
S007398,West India,Mobile,Basic,2024-07-27,,199
S007399,Karnataka,Tablet,Basic,2024-02-13,,199
S007400,Karnataka,Smart TV,Basic,2024-08-25,,199
S007401,North India,Mobile,Basic,2024-10-20,,199
S007402,Maharashtra,Desktop,Basic,2024-10-24,,199
S007403,South India,Smart TV,Standard,2024-10-06,,399
S007404,Karnataka,Laptop,Premium,2024-03-01,,699
S007405,West India,Mobile,Basic,2024-11-13,2025-01-08,199
S007406,Karnataka,Smart TV,Basic,2024-03-14,,199
S007407,South India,Smart TV,Standard,2024-12-27,,399
S007408,Maharashtra,Mobile,Premium,2024-09-09,,699
S007409,Karnataka,Mobile,Basic,2024-01-07,,199
S007410,West India,Smart TV,Standard,2024-02-14,,399
S007411,West India,Mobile,Basic,2024-04-02,,199
S007412,East India,Mobile,Basic,2024-11-22,,199
S007413,South India,Laptop,Basic,2024-12-04,,199
S007414,South India,Smart TV,Standard,2024-05-09,2024-08-20,399
S007415,East India,Smart TV,Standard,2024-09-14,2024-11-25,399
S007416,Maharashtra,Tablet,Basic,2024-01-01,,199
S007417,Maharashtra,Mobile,Standard,2024-03-03,2024-07-05,399
S007418,East India,Laptop,Basic,2024-05-18,,199
S007419,Maharashtra,Smart TV,Standard,2024-09-12,,399
S007420,Karnataka,Desktop,Premium,2024-08-24,,699
S007421,West India,Smart TV,Basic,2024-07-08,,199
S007422,East India,Mobile,Premium,2024-12-26,,699
S007423,Maharashtra,Mobile,Standard,2024-12-22,2025-04-17,399
S007424,Maharashtra,Laptop,Basic,2024-03-04,,199
S007425,Maharashtra,Mobile,Basic,2024-07-26,,199
S007426,Karnataka,Tablet,Premium,2024-10-06,,699
S007427,West India,Mobile,Standard,2024-01-30,,399
S007428,North India,Laptop,Standard,2024-07-19,,399
S007429,South India,Smart TV,Basic,2024-01-08,,199
S007430,North India,Smart TV,Standard,2024-08-17,,399
S007431,East India,Smart TV,Standard,2024-03-16,,399
S007432,East India,Mobile,Basic,2024-01-17,,199
S007433,Maharashtra,Mobile,Standard,2024-03-21,,399
S007434,Karnataka,Laptop,Basic,2024-12-28,,199
S007435,West India,Smart TV,Basic,2024-08-25,,199
S007436,Karnataka,Tablet,Basic,2024-08-23,2025-01-18,199
S007437,South India,Laptop,Standard,2024-03-19,,399
S007438,North India,Mobile,Basic,2024-02-29,2024-05-16,199
S007439,West India,Smart TV,Standard,2024-01-08,,399
S007440,Maharashtra,Mobile,Premium,2024-07-05,,699
S007441,South India,Tablet,Standard,2024-08-05,,399
S007442,East India,Smart TV,Standard,2024-11-19,,399
S007443,East India,Tablet,Basic,2024-04-26,,199
S007444,North India,Mobile,Premium,2024-04-10,2024-06-03,699
S007445,Karnataka,Laptop,Basic,2024-08-12,,199
S007446,South India,Tablet,Basic,2024-03-11,,199
S007447,West India,Smart TV,Basic,2024-03-16,,199
S007448,North India,Smart TV,Basic,2024-09-15,,199
S007449,Maharashtra,Mobile,Standard,2024-10-22,2025-04-06,399
S007450,Maharashtra,Desktop,Basic,2024-11-13,,199
S007451,Maharashtra,Mobile,Premium,2024-06-18,,699
S007452,West India,Mobile,Premium,2024-05-01,,699
S007453,North India,Mobile,Standard,2024-01-30,,399
S007454,Karnataka,Desktop,Premium,2024-05-09,,699
S007455,Maharashtra,Smart TV,Basic,2024-01-31,,199
S007456,North India,Smart TV,Basic,2024-07-03,,199
S007457,Maharashtra,Smart TV,Premium,2024-11-13,,699
S007458,North India,Smart TV,Basic,2024-04-30,2024-09-02,199
S007459,Maharashtra,Smart TV,Basic,2024-11-09,2025-03-17,199
S007460,North India,Mobile,Basic,2024-01-12,2024-05-08,199
S007461,South India,Smart TV,Standard,2024-05-09,,399
S007462,North India,Laptop,Basic,2024-01-05,,199
S007463,West India,Tablet,Premium,2024-08-26,,699
S007464,West India,Smart TV,Standard,2024-11-23,,399
S007465,Maharashtra,Laptop,Premium,2024-01-11,,699
S007466,South India,Mobile,Standard,2024-05-02,,399
S007467,West India,Smart TV,Basic,2024-07-08,,199
S007468,South India,Mobile,Premium,2024-09-21,,699
S007469,East India,Laptop,Standard,2024-12-19,,399
S007470,East India,Mobile,Standard,2024-12-28,,399
S007471,South India,Mobile,Standard,2024-09-28,2024-11-11,399
S007472,South India,Desktop,Basic,2024-12-15,2025-03-22,199
S007473,East India,Smart TV,Basic,2024-09-13,,199
S007474,Maharashtra,Desktop,Standard,2024-08-25,2024-12-15,399
S007475,Maharashtra,Smart TV,Basic,2024-02-27,2024-07-06,199
S007476,North India,Tablet,Standard,2024-09-23,,399
S007477,Maharashtra,Smart TV,Premium,2024-04-09,,699
S007478,North India,Mobile,Premium,2024-07-17,,699
S007479,Maharashtra,Tablet,Basic,2024-08-17,2025-01-11,199
S007480,West India,Mobile,Basic,2024-11-16,,199
S007481,North India,Mobile,Premium,2024-01-14,,699
S007482,North India,Smart TV,Premium,2024-05-08,,699
S007483,East India,Smart TV,Basic,2024-07-08,,199
S007484,West India,Smart TV,Premium,2024-10-25,,699
S007485,West India,Laptop,Basic,2024-01-13,,199
S007486,South India,Laptop,Premium,2024-03-06,,699
S007487,South India,Mobile,Basic,2024-07-23,,199
S007488,Maharashtra,Mobile,Standard,2024-05-11,,399
S007489,Karnataka,Smart TV,Basic,2024-06-10,2024-09-15,199
S007490,Maharashtra,Smart TV,Standard,2024-09-04,,399
S007491,West India,Mobile,Premium,2024-10-21,,699
S007492,South India,Mobile,Standard,2024-06-14,,399
S007493,East India,Smart TV,Basic,2024-08-08,,199
S007494,Karnataka,Mobile,Basic,2024-04-15,2024-05-24,199
S007495,South India,Tablet,Premium,2024-10-11,,699
S007496,Karnataka,Smart TV,Standard,2024-02-04,,399
S007497,South India,Tablet,Standard,2024-12-15,2025-05-03,399
S007498,Karnataka,Mobile,Standard,2024-11-27,,399
S007499,West India,Mobile,Standard,2024-12-27,,399
S007500,West India,Mobile,Standard,2024-08-05,,399
S007501,West India,Smart TV,Basic,2024-02-02,,199
S007502,West India,Mobile,Basic,2024-08-14,,199
S007503,Maharashtra,Smart TV,Basic,2024-07-17,2024-12-29,199
S007504,Maharashtra,Laptop,Basic,2024-07-25,,199
S007505,South India,Desktop,Premium,2024-10-01,,699
S007506,Maharashtra,Mobile,Basic,2024-09-07,,199
S007507,Karnataka,Tablet,Basic,2024-03-31,,199
S007508,East India,Mobile,Standard,2024-12-06,,399
S007509,East India,Smart TV,Standard,2024-01-14,,399
S007510,South India,Laptop,Standard,2024-11-13,,399
S007511,Karnataka,Mobile,Standard,2024-06-28,,399
S007512,South India,Desktop,Premium,2024-09-25,2024-11-15,699
S007513,East India,Tablet,Premium,2024-09-30,,699
S007514,West India,Mobile,Premium,2024-10-04,,699
S007515,South India,Smart TV,Standard,2024-06-22,,399
S007516,Karnataka,Smart TV,Basic,2024-08-13,,199
S007517,West India,Mobile,Basic,2024-09-01,,199
S007518,North India,Mobile,Standard,2024-02-23,,399
S007519,West India,Mobile,Basic,2024-09-08,2024-11-15,199
S007520,East India,Laptop,Premium,2024-03-23,,699
S007521,Karnataka,Mobile,Premium,2024-08-05,,699
S007522,North India,Smart TV,Standard,2024-02-21,2024-05-01,399
S007523,North India,Mobile,Basic,2024-01-02,2024-03-22,199
S007524,West India,Tablet,Basic,2024-09-18,,199
S007525,East India,Smart TV,Standard,2024-11-14,,399
S007526,East India,Smart TV,Standard,2024-02-05,,399
S007527,South India,Smart TV,Basic,2024-06-14,,199
S007528,North India,Mobile,Standard,2024-10-19,2025-01-23,399
S007529,Karnataka,Mobile,Premium,2024-11-22,,699
S007530,Maharashtra,Tablet,Basic,2024-11-21,,199
S007531,South India,Mobile,Basic,2024-11-18,,199
S007532,Karnataka,Tablet,Basic,2024-05-24,,199
S007533,West India,Mobile,Basic,2024-08-12,,199
S007534,South India,Tablet,Standard,2024-01-08,,399
S007535,Maharashtra,Tablet,Standard,2024-01-23,,399
S007536,Maharashtra,Desktop,Standard,2024-12-01,,399
S007537,East India,Smart TV,Basic,2024-03-25,,199
S007538,South India,Tablet,Standard,2024-05-20,,399
S007539,Maharashtra,Laptop,Standard,2024-03-26,,399
S007540,Karnataka,Smart TV,Standard,2024-07-03,,399
S007541,Maharashtra,Tablet,Basic,2024-08-11,,199
S007542,South India,Smart TV,Premium,2024-12-10,,699
S007543,South India,Desktop,Basic,2024-09-21,,199
S007544,North India,Mobile,Basic,2024-08-16,,199
S007545,South India,Laptop,Basic,2024-02-06,,199
S007546,Maharashtra,Laptop,Premium,2024-09-07,,699
S007547,Karnataka,Tablet,Standard,2024-07-14,2024-09-04,399
S007548,Maharashtra,Mobile,Basic,2024-08-29,,199
S007549,South India,Laptop,Standard,2024-02-15,2024-03-28,399
S007550,East India,Smart TV,Basic,2024-02-12,,199
S007551,West India,Smart TV,Standard,2024-04-06,,399
S007552,Maharashtra,Laptop,Standard,2024-07-27,2024-12-27,399
S007553,Karnataka,Laptop,Basic,2024-08-03,,199
S007554,West India,Laptop,Standard,2024-06-17,2024-11-28,399
S007555,North India,Mobile,Standard,2024-10-06,,399
S007556,South India,Laptop,Basic,2024-04-14,2024-07-23,199
S007557,North India,Laptop,Premium,2024-05-19,,699
S007558,Maharashtra,Smart TV,Basic,2024-08-28,,199
S007559,Karnataka,Mobile,Basic,2024-01-27,,199
S007560,Karnataka,Smart TV,Basic,2024-12-14,2025-04-06,199
S007561,East India,Smart TV,Basic,2024-01-04,,199
S007562,Maharashtra,Mobile,Basic,2024-03-09,,199
S007563,East India,Smart TV,Standard,2024-11-15,2025-04-20,399
S007564,Maharashtra,Mobile,Basic,2024-04-24,,199
S007565,Karnataka,Laptop,Basic,2024-06-30,,199
S007566,Maharashtra,Smart TV,Basic,2024-05-24,,199
S007567,West India,Tablet,Basic,2024-12-10,2025-05-16,199
S007568,West India,Mobile,Standard,2024-07-28,,399
S007569,South India,Laptop,Standard,2024-08-24,,399
S007570,South India,Smart TV,Basic,2024-02-23,,199
S007571,West India,Smart TV,Basic,2024-04-19,,199
S007572,South India,Laptop,Basic,2024-11-20,,199
S007573,East India,Tablet,Standard,2024-05-29,,399
S007574,East India,Mobile,Basic,2024-10-27,,199
S007575,North India,Smart TV,Basic,2024-12-18,,199
S007576,East India,Mobile,Standard,2024-11-20,,399
S007577,South India,Mobile,Basic,2024-02-24,,199
S007578,West India,Mobile,Premium,2024-10-10,2025-03-08,699
S007579,Maharashtra,Laptop,Standard,2024-08-31,,399
S007580,South India,Desktop,Premium,2024-09-02,,699
S007581,Karnataka,Smart TV,Standard,2024-03-05,,399
S007582,East India,Mobile,Standard,2024-10-10,,399
S007583,South India,Mobile,Premium,2024-11-23,,699
S007584,South India,Tablet,Premium,2024-12-26,,699
S007585,Karnataka,Laptop,Standard,2024-01-29,,399
S007586,East India,Smart TV,Standard,2024-11-22,,399
S007587,South India,Mobile,Basic,2024-12-03,,199
S007588,East India,Mobile,Basic,2024-08-17,2024-10-03,199
S007589,South India,Mobile,Basic,2024-05-22,,199
S007590,North India,Laptop,Premium,2024-01-15,,699
S007591,South India,Mobile,Basic,2024-02-02,,199
S007592,West India,Smart TV,Premium,2024-07-30,,699
S007593,West India,Mobile,Standard,2024-12-19,,399
S007594,East India,Tablet,Basic,2024-04-15,,199
S007595,North India,Smart TV,Basic,2024-07-31,,199
S007596,East India,Smart TV,Premium,2024-10-10,,699
S007597,West India,Mobile,Premium,2024-06-02,,699
S007598,South India,Smart TV,Standard,2024-06-23,,399
S007599,West India,Tablet,Basic,2024-07-08,,199
S007600,South India,Mobile,Standard,2024-11-16,,399
S007601,Karnataka,Smart TV,Premium,2024-03-21,,699
S007602,Karnataka,Smart TV,Basic,2024-01-08,,199
S007603,Maharashtra,Mobile,Basic,2024-10-13,2025-02-06,199
S007604,Karnataka,Mobile,Basic,2024-03-09,,199
S007605,Maharashtra,Laptop,Basic,2024-09-16,,199
S007606,Maharashtra,Smart TV,Basic,2024-01-05,,199
S007607,West India,Mobile,Basic,2024-03-05,,199
S007608,West India,Mobile,Basic,2024-01-15,,199
S007609,Karnataka,Smart TV,Basic,2024-07-01,,199
S007610,East India,Smart TV,Basic,2024-02-29,,199
S007611,North India,Mobile,Basic,2024-12-02,,199
S007612,North India,Smart TV,Basic,2024-05-30,,199
S007613,South India,Smart TV,Premium,2024-09-03,,699
S007614,East India,Mobile,Premium,2024-12-10,,699
S007615,North India,Mobile,Premium,2024-08-17,,699
S007616,North India,Smart TV,Basic,2024-07-07,,199
S007617,West India,Smart TV,Standard,2024-05-08,,399
S007618,Maharashtra,Laptop,Standard,2024-12-30,,399
S007619,North India,Tablet,Standard,2024-08-12,,399
S007620,West India,Mobile,Basic,2024-09-15,2024-12-07,199
S007621,Maharashtra,Mobile,Basic,2024-04-28,,199
S007622,East India,Smart TV,Basic,2024-12-23,,199
S007623,West India,Mobile,Premium,2024-07-05,,699
S007624,West India,Smart TV,Basic,2024-01-11,,199
S007625,Karnataka,Laptop,Basic,2024-03-09,,199
S007626,Maharashtra,Laptop,Standard,2024-08-18,,399
S007627,Maharashtra,Mobile,Premium,2024-08-06,,699
S007628,West India,Smart TV,Basic,2024-06-17,2024-09-22,199
S007629,North India,Smart TV,Basic,2024-01-21,,199
S007630,West India,Mobile,Basic,2024-04-02,,199
